13	3.236e-05	2.0387	4.5184	3.8953	2.5476	0.076625	1.565	0.028086	0.35145	0.12686	0.016323	0.0004458	0.00095063	0.00013558	0	 <-Yields/Original-> 	0.75995	0.24002	3.236e-05	1.3014E-06	2.0472E-05	1.2673E-06	4.4310E-06	1.7209E-06	1.4462E-07	1.0896E-08	1.6726E-08	4.2440E-09	0
13	0.00032358	2.1506	4.4352	3.6871	2.7271	0.086418	1.3057	0.053048	0.14781	0.37772	0.098181	0.00092906	0.0020752	0.00014132	0	 <-Yields/Original-> 	0.75966	0.24001	0.00032358	1.3014E-05	2.0472E-04	1.2673E-05	4.4310E-05	1.7209E-05	1.4462E-06	1.0896E-07	1.6726E-07	4.2440E-08	0
13	0.0032358	2.3173	4.3642	3.6308	2.6877	0.10628	1.3471	0.054084	0.15307	0.37011	0.078016	0.0015258	0.0019862	0.00017948	0	 <-Yields/Original-> 	0.74675	0.25002	0.0032358	1.3014E-04	2.0472E-03	1.2673E-04	4.4310E-04	1.7209E-04	1.4462E-05	1.0896E-06	1.6726E-06	4.2440E-07	0
13	0.013449	2.2567	4.0545	4.1004	2.5884	0.092687	1.4916	0.03792	0.53644	0.11705	0.019536	0.00081655	0.0010371	0.0005075	0	 <-Yields/Original-> 	0.72154	0.26501	0.013449	1.3016E-03	5.7706E-03	7.1276E-04	2.3799E-03	6.6960E-04	6.4609E-05	1.0898E-05	1.6728E-05	4.2445E-06	0
15	3.236e-05	2.353	5.0251	4.5097	3.1122	0.10973	1.8877	0.027712	0.42536	0.21372	0.015146	0.0027645	0.0031309	7.6214e-05	0	 <-Yields/Original-> 	0.75995	0.24002	3.236e-05	1.3014E-06	2.0472E-05	1.2673E-06	4.4310E-06	1.7209E-06	1.4462E-07	1.0896E-08	1.6726E-08	4.2440E-09	0
15	0.00032358	2.4138	5.0612	4.2555	3.2695	0.10244	1.6836	0.074353	0.18524	0.42675	0.087906	0.0016804	0.0023131	0.00017936	0	 <-Yields/Original-> 	0.75966	0.24001	0.00032358	1.3014E-05	2.0472E-04	1.2673E-05	4.4310E-05	1.7209E-05	1.4462E-06	1.0896E-07	1.6726E-07	4.2440E-08	0
15	0.0032358	2.3433	4.8603	4.2804	3.516	0.093069	1.7804	0.05366	0.21059	0.47382	0.11038	0.0013726	0.0027618	0.00016665	0	 <-Yields/Original-> 	0.74675	0.25002	0.0032358	1.3014E-04	2.0472E-03	1.2673E-04	4.4310E-04	1.7209E-04	1.4462E-05	1.0896E-06	1.6726E-06	4.2440E-07	0
15	0.013449	2.295	4.5888	4.6029	3.5133	0.28085	1.9211	0.04761	0.54234	0.26886	0.015675	0.0085886	0.0066586	0.00046478	0	 <-Yields/Original-> 	0.72154	0.26501	0.013449	1.3016E-03	5.7706E-03	7.1276E-04	2.3799E-03	6.6960E-04	6.4609E-05	1.0898E-05	1.6728E-05	4.2445E-06	0
20	3.236e-05	2.8281	6.7269	6.2083	4.2367	0.076375	2.9605	0.048091	0.64658	0.19937	0.012072	0.00033764	0.00082609	0.00011226	0	 <-Yields/Original-> 	0.75995	0.24002	3.236e-05	1.3014E-06	2.0472E-05	1.2673E-06	4.4310E-06	1.7209E-06	1.4462E-07	1.0896E-08	1.6726E-08	4.2440E-09	0
20	0.00032358	3.7763	6.3671	4.8978	4.9588	0.077765	3.7481	0.11287	0.3159	0.20254	0.018724	0.00031029	0.00080407	0.00011889	0	 <-Yields/Original-> 	0.75966	0.24001	0.00032358	1.3014E-05	2.0472E-04	1.2673E-05	4.4310E-05	1.7209E-05	1.4462E-06	1.0896E-07	1.6726E-07	4.2440E-08	0
